sentence	label
露露昨天把字写小了。	1
张三和李四两人都合教一门课。	0
老它个几岁不是很重要。	1
我看到了十磅的这只狗。	0
小王嘛，班主任喜欢还是不喜欢？	1
您二位这一好心办好事可好，倒把我盼了多少年的好事给搅啦。	1
张三所要求跟李四所付出的价码是一样的。	0
他租了一栋公寓。	1
我见过他三次了；他们没有。	1
他很骄傲，但我不知道是多么骄傲。	1
陨石落水面。	0
是谁最可爱？	1
我看过星星。	1
我在赶论文。	1
我连车子都坐小Ｄ的，其他就更不必说了。	1
李四被我认识了很久了。	0
这件事，通常张三做起来很认真。	0
他昨天来的。	1
小王周五下午画画。	1
他哭眼睛哭得眼睛痛。	0
如果你认为他最喜欢小梅了。	0
自行车停在院子里。	1
张三吃了两个苹果，李四三根香蕉。	0
他答应卖些什么来筹款。	1
裁判看到有什么人中途退出。	1
连看他都不想看。	1
此外，并且她指出这篇文章还有几个问题。	0
衣服阿姨洗干净了。	1
他做了一个蛋糕，可是没做好。	1
开着空调睡觉。	1
阿林想吃它一个过瘾。	1
张三午饭在那个图书馆吃。	1
那首歌唱得我落了泪。	1
昨天，他死了。	1
张三说李四那本小说读完了。	0
因为李四不要，所以我一定要来。	0
高速公路上开着一排宝马。	1
张三大概书武侠小说看得最多。	0
日本人吧，真的努力工作吗？	0
他是在北京学过中文，但也在上海学过。	1
玛丽在五分钟内激怒李四。	1
他拿刀切肉。	1
淑芬把字写大了。	1
水洒了一点。	1
他去学校拿东西。	1
请大家回到座位上。	1
李四和张三一样高。	1
姐姐呀，把全是油腻的脏衣服洗干净了。	1
刚下过雨。	1
张三说你去过天津。	1
这个工作很合适你。	1
那种豆子一斤三十块钱。	1
阿Q给你烤了一块蛋糕。	1
我不吃木瓜了。	1
王五有一点儿不高兴。	1
如果说他们都是作家，仍有重视文学而轻视历史的嫌疑，那么那位从来没有写过文学作品而恰恰写过《历史哲学》的黑格尔应该是持论公平的了。	1
他把书看完了。	1
几乎全部的人都来了。	1
他常常坐这个椅子。	1
李四扎了两针皮球。	0
张三今天太忙了，午饭吃那个图书馆。	0
小鸭子游了泳。	1
我是投的赞成票。	1
张三今天比昨天开心。	1
李四读了三年的高中。	1
我把那只狐狸追累了。	0
他的毕业论文给写完了。	1
他是不是做起事来很用心？	1
他是娶了美国太太。	1
这家书店只有两类书。	1
有人要来拜访你，猜猜是谁要来拜访你。	1
比李四，张三重十斤。	1
张三比李四高不少。	1
我上星期吃了三次面。	1
他砸了那块肉。	1
我吃这家饭店。	0
我想买本书。	1
张三写了比李四写的长的论文。	0
张三摇了几下桌子。	1
我们对住宿的要求嘛，交通必须还方便，价格还必须便宜。	1
我有那三本张三的书。	0
他很忙，对于文件一向欠读一章一段。	0
王五很诡秘地买了手枪。	1
老李吃得它个心满意足。	0
你去，才我去。	0
他的病情逐渐好转。	1
他们往工地上运。	0
他居然喝了我三瓶酒。	1
在学校，我看到一些学生。	1
姐姐把全是油腻的脏得不得了的衣服洗干净了。	1
你可坏了我的好事。	1
张三今天比李四昨天开心。	0
不但能舒解压力，还或许还能更专心在工作上。	0
他们压根儿不拒绝在笔录上签字。	1
邓小平逝世的消息惊动了所有人。	1
他看到了三种的这只狗。	0
谁买的狗最可爱？	1
这根绳子很短了。	1
这只笔写得张三手指疼。	1
是上海人，一个人。	0
饭菜香喷喷的。	1
医疗团队想到有什么人突然生病将会影响研究进度。	0
露露胖了。	1
玛丽故意激怒李四。	1
你看看，一个人看过他的电影。	0
他以为所有学生，他喜欢。	0
这棵树嘛，叶子好繁茂啊！	1
小王是黄头发的。	1
露露漂亮丽丽很多。	0
杯子放到桌上。	1
产品推广社会上。	0
他这个人一想就是懒懒的，别期望他能做什么大事。	1
我是随口问问，没有别的意思。	1
这条鱼吧，哪个小朋友钓的？	1
没有人为什么辞职？	0
老王的房间现在还比我的干净。	1
很少人为什么辞职？	0
李四一次砍了下去。	0
很多孩子拿了三到五颗糖。	1
东西给藏好了。	1
我以为都很认真的反而都没得奖。	1
阿Q给他烤了一块蛋糕。	1
他把那个问题想了很久。	1
看起来这件洋装很贵。	1
爆炸之后，墙上全是狗。	0
地震比水灾还可怕。	1
他被某个人杀了，但是我不知道被哪一个人。	0
丫丫喜欢李亚。她也喜欢李娜。	1
你认识谁，不认识谁？	1
中文的英国老师。	0
我等得他坐立不安。	0
我把教练都追累了。	1
李四做工作已经经过三年了。	0
小偷被警察看到了。	1
张三被李四来了。	0
老张开了一辆坦克车。	1
他们压根儿没有拒绝在笔录上签字。	1
这里不允许山吃。	0
我拿书到图书馆。	1
小王吧，班主任喜欢他还是不喜欢他？	0
张三会怎么来？	1
我老爸驾车根本没有留神，也没有系安全带。	1
我这些书都读完了。	1
张三会死一条鱼；李四也是。	0
小王嘛，喜欢吃哪种鱼？	1
他们各都拿了一本书。	1
刘老板请大家吃一顿饭。	1
他抵制卖些什么来筹款。	1
他不敢做每件我敢的事。	0
张三把玛丽喜欢。	0
她们都和我是朋友。	1
王老师张平英写的论文反复地看了好几遍。	0
英国前三位首相都是男性。	1
他不去北京。	1
一把刀切两个人。	1
张三对李四很客气。	1
他一向不后悔年轻时抛下父母，远走他乡。	1
大约上百位圣诞老公公反对游行。	1
他们根本责怪我匆忙地作出了离婚的决定。	0
他能做我也不敢的事。	0
他们都和我一样高。	1
学生们各啊，应该送三本书给老师。	0
张三跑得一双新球鞋掉了底。	1
这三个学生去过美国。	1
我从每家银行都借了钱。	1
这种药吃死了John。	1
我是个弟弟在上海，不是哥哥。	0
除了吃了饼干，喝了茶，小英还吃了巧克力。	1
书，我是看了书。	0
我昨天想试试我左手的开车技巧，所以昨天去公司的时候开了左手。	0
他们到院子里搬。	0
他把我唱哭了。	1
最大的智巧卡起来好像朴朴拙拙，最大的聪明看起来好像愚愚笨笨。	0
他们要雇佣会讲一口流利英文的人，但我不知道是多流利。	1
张三发现了李四秘事。	1
百年老树都是高高的，你爬不上去。	1
当然，也还说了四五句别的寒暄的话，但都是站在门口说的。	1
除了一直在抱怨，她还或许哭了。	1
我卖过两次一年鱼。	0
阿德看到蓉蓉跌倒了。	1
你这样做太不应该。	1
他有没有跑得很快？	1
张三在黑板上写满字。	1
从每个细节都做起，打造完美品牌。	1
我很怕一个老师，他们也很怕。	1
小王啤酒喝吗？	0
张三到起家来很快。	0
有三瓶酒被他居然给我喝了。	0
他咳了三声。	1
他很忙，对于文件根本欠读一章一段。	0
你不必多嘱咐，我知道的。	1
你对这个计划所有的意见很深刻。	0
这辆BMW开得我全身冒汗。	1
王五不高兴很。	0
他说呀，朋友去投奔亲戚了。	1
我们明天召开会议。	1
张三做起事来应该不太可靠。	1
他都买了每个的东西。	0
我想看本书。	1
丽丽要买支毛笔。	1
那个球队是张三的。	1
你认真地进。	0
主任昨天可能写了那份报告。	1
我们问过当地的侨民，这儿中国的书多吗？他们说香港、台湾的书倒是有见，但大陆的书很少。	1
吃了饭回房里去歇歇！咱们都睡一觉起来再谈好不好？	1
学生们应该每人做几件好事。	1
总经理否认侵吞了公司资金。	1
他们压根儿责怪我匆忙地作出了离婚的决定。	0
他没说什么。	1
老爷子根本不注意门前那条臭水沟。	1
这个人们来了。	0
我老爸驾车一向不留神，也不系安全带。	1
我会辞了行再动身。	1
今天星期三了。	1
他怎么写的书最有趣？	0
他那道菜煮得很好吃；我也会。	0
早饭，我吃食堂。	1
老李吃得一个心满意足。	1
传说中狐狸有九根尾巴。	1
你看看，一个人不看那种电影。	1
推比拉省劲。	1
我明天经东京飞回台北。	1
同李四，张三一样胖。	0
他什么都吃。	1
张三吃得很胖。	1
背叛他使我很惭愧。	1
你看，一个日本军官比比划划地，是在讲日本话吗？	1
警察打死土匪。	1
每个人会都拿到奖品吗？	1
通常玛丽跑得很快。	1
垃圾扔在楼底下。	1
她几点钟开会忘了。	0
她上次怎么样炖牛肉？	0
她的话到心坎上说。	0
王小姐，张三认为李四不喜欢她。	1
小芳很高，小梅很高。	0
怎么样，老吴羞辱李四？	1
谁买了那本字典。	1
老张是同乡。	0
窗户椭圆了。	0
三个学生都喜欢书。	1
如果谁欺负你，我就帮你揍他。	1
阿Q不会为了什么离开？	1
露露买出花。	0
他挑选了很多新出的玩具。	1
车祸发生了。	1
张三今天比李四昨天更开心。	1
他不是昨天来的。	1
我这篇论文还在看。	1
现在火车很快。	1
张三给他给卖了。	0
张三喜欢李四。	1
刚来的教练跑得他们满身大汗。	0
他显然骑马骑得很累。	1
三只棍子够你打他吗？	1
我想等车子开了一万公里就去保养。	1
飞行员已经启动了发动机。	1
明是很喜欢你给他的礼物。	0
我想看你说张三会带他回来的。	0
她是生的男孩。	0
他看到一个客人点了龙虾；我看到一个客人点了鱼。	1
小王是第一个跳的。	1
这瓶酒醉红了张三的眼睛。	0
流光容易把人抛，红了樱桃，绿了芭蕉。	1
露露比我要的高度高了三公分。	0
瓦特没发明蒸汽机。	1
他整天是婆婆妈妈，唠哩唠叨。	0
张三和李四两人一样高。	1
我在这住了不到五年。	1
打它一个片甲不留。	1
图书馆藏书，有的缺了好几页。	1
他们一向没有责怪我匆忙地作出了离婚的决定。	0
他不打算跑那个公园。	1
露露认为这根绳子短了。	1
我吃了三天饭店。	1
老爷子一向不抵制使用洋货。	1
他在看书。	1
论文写起来很快。	1
宝玉要跳舞，但我可是要回家。	0
张三跑掉了鞋。	1
这样的做法在小公司还可以，但在大公司就不行了。	1
他们大概不会来。我们也是。	1
客厅和餐厅各应该铺什么样的款式和颜色的地砖？	1
为什么他没来？	1
他因为过重，所以他不用当兵。	1
但经常是在中途有了空座后才坐下来。昨天也是那样。	0
你希望他怎么样处理那件事情？	1
他对广东话有研究。	1
她去学校不吗？	0
小王呢，是上海人。	1
那本书他可能已经买了。	1
要不是你告诉我，我不可能记住。	1
李四每年高了一公分。	0
张三不是美国人，王五也是。	0
那瓶酒喝醉了约翰。	0
他听了个气炸。	0
谁吃什么都跟我无关。	1
张三出了国。	1
大电影院看动作片；小电影院看卡通片。	1
无论谁都可以来。	1
张三投球总是瞄不准篮筐。	1
我是一篇论文可以应付，两篇就不行了。	1
我们快步迎了上去。	1
第两百七十个候选人。	1
是客从远方来。	0
他学了五年。	1
他们破坏哪个城市。	0
小张慢慢熬了一锅汤。	1
她一发起脾气来颇为疯狂。	1
我们这街坊他大姐一看，说怎么新娘子倒给扔后尾儿了？	0
你课文已经背出了，可是作业还没做呢。	1
她是演戏。	1
秀女儿急得哭了。	1
—个小时前我看到他在吃饭，他现在还在吃饭。	1
连看他都不一定看。	1
张三做起事来据说不太可靠。	1
我的中午饭他给吃了一半，我都没吃饱。	1
谁先来谁先吃。	1
这个沙发软软的。	1
一位年过八旬，走起路来颤颤巍巍的诗人是这起车祸的见证者。	1
这种事，张三做起来很认真。	1
我奶奶住到楼上。	1
谁要来吗？	1
张教授这个学期教上午。	0
最后这口啤酒终于醉倒的人是张三。	0
啤酒小王喝的。	1
她拿来了房间一碗汤。	0
这墙没起没矮。	0
雾和云都是水气凝结而成，只是云的底部不接触地面，而雾却是接触地面的。	1
这封信被东尼写给了凯特。	0
他能去每个我不能的地方。	0
张三刚跟某人离开，但是我不知道张三刚离开的伙伴跟谁。	0
有百分之三的人都同时出来竞选，可能吗？	1
你想去，却，我不想。	0
五十岁啦，王老师么。	0
约翰可能吃了什么。	1
如果你看了谁写有关他的报告，就告诉我。	1
小王一个字也不认识。	1
你们，谁会为了什么离开？	1
露露对蜜蜜过分客气。	1
这瓶酒呢，先全喝了！	1
小狗给吃饱了。	1
你不认为李四为什么看侦探小说？	0
他们从根本上防止人口流动。	1
张三有好几打的鸡蛋。	1
能说又能写的能力很重要。	1
阿Q为了什么都应该离开。	0
李奇又睡那种大床了。	1
我担心病人；他们也担心病人。	1
为谁清除掉了。	0
我把这个问题喜欢了。	0
他放一炮。	0
张三说他会来。	1
这件洋装看起来很好看。	1
他都买了什么？	1
淑芬醉了整整一上午。	1
一会儿，这美妙的声音被树，被草，被一个广漠的空间吞噬了。	1
教学中心要用心去教每一个学生。	1
因为他不是，我一定得照顾他们。	0
他为了什么写的书最有趣？	0
我当时以为你可能去了另外一家7-11。	1
会不会没有人去？	1
这件事他知道了。	1
我把那个小偷追得连交通都堵塞了。	1
这是张三买的铅笔。	1
我逼李四他来。	0
这是白布。	1
我最喜欢香蕉的水果。	0
他租着一栋公寓。	1
白酒老张不喝，不过啤酒他会喝。	1
张三是昨天买了一本书。	0
他已经病死的谣言被证明是假的。	1
张三正在把玻璃打碎。	0
连张三，我昨天都看见他了。	0
这件事张三有责任。	1
你希望为什么他没来？	0
怎么样赢得的胜利才算是光明正大？	1
张三知道了这件事。	1
他很辛苦。	1
李奇又洗冷水了。	0
你们可别病在路上。	1
张三没有被李四打伤了手。	0
张三看书可以看好几小时。	1
他是美国太太。	0
张三把玛丽担心。	0
阿Ｑ见到了第一年的博士生，还没见到第二年的博士生。	1
我找到小孩了。	1
这根绳子短啦50公分。	0
一个小孩在快跑。	1
米饭给吃完了，妈妈你快表扬我！	1
来的是谁？	1
老王呢，把白色的他女儿给他买的专门用来喝咖啡的搪瓷杯子打破了。	0
一个二次方程式通常有两个不同的解。	1
全心投入工作使她的生活分外忙碌。	1
这算不了什么。	1
你想看他什么时候拍的电影？	1
她给哭了。	0
这件事累病了张三。	1
张三帮助李四。	1
李四很沮丧。	1
这些条款合合理理。	0
他递给的是哥哥一壶酒。	0
李四高张三两寸。	1
张三忘不了初恋情人。	1
他被早上的吓到了。	0
你滚！	1
我查过小Ｄ被打的原因，也查过王胡被抓的原因。	1
妈妈抓了三把米。	1
他咳到房间里。	0
他把我的书给拿走了几本。	1
咱们去问它一个水落石出。	1
昨天我差点没找你去。	1
节日礼物都给了朋友们了。	1
他给两个人糖果，我就给两个人糖果。	0
李四被这件事激怒了。	1
我看过，这电影。	1
三个学生去过美国。	1
小明要站起来。	1
张三对陌生人客客气气的。	1
张三呆到家里。	0
我舒服了。	1
他是有事，不是偷懒。	1
这件洋装看来很漂亮。	1
脸上没有挤出白色的东西。	1
这本书我看完的。	0
邓小平逝世的重大的消息令人们很震惊。	1
张三很相信李四会成功。	1
老天开了小D一个大玩笑。	1
我喝酒自己花钱的我喝酒自己花的钱。	0
张三感动李四会哭。	0
要是他气病了他自己，咱们谁都没好日子过。	1
我知道每个人都决定去看他。	1
有谁想不想吃苹果的。	0
阿奇教什么时间？	0
张三看过第三本书。	1
他打破一个花瓶。	1
所有人都来了。	1
《红楼梦》么，小王正在看。	1
张三显然比李四高一头。	1
张三被怕。	0
我知道李四杀人的。	0
我看了三遍《红楼梦》。	1
我在公园里找到是你的狗的。	0
他差点没及格。	1
小明到学校里住。	1
张三昨天需要李四今天到他家。	0
一分钱给掰成了两半。	1
李四讲英文得很清楚。	0
我上星期吃了那家饭店三次。	1
你喜欢是谁？	0
苹果红了。	1
我唱歌唱得落了泪。	1
李奇还在吃着食堂。	1
你可以把车子星期三开回来。	0
张三甚至看过那本书，	1
那个人把小狗给杀死了。	1
父亲劝儿子回家，但反而却遭儿子怒骂。	0
张三昨晚吃这双筷子。	0
脏水泼在马路上。	1
李奇准备游东京。	1
三点的时候张三已经离开办公室。	1
宫泽的妈妈否认她没有听说过这件事情。	0
你吃得很痛快。	1
有小部分的人没去投票。	1
我喜欢代数比几何。	0
我跑的很快。	1
他连吃都吃。	0
不可能张三已经走了。	0
李四把我吓了一跳。	1
是昨天他没去上课。	0
门前有个人。	1
他们压根儿不能防止人口流动。	1
玛丽被张三感动了。	1
他是不是想去？	1
张三忘了一些书；李四也忘了一些书。	0
张三还在车子里。	1
张三砍得骨头很累。	0
老王的房间现在还是比我的干净。	1
总经理侵吞了公司资金。	1
他去学校吗不？	0
差不多行了啊，回头留神再把狼给招来。	1
我和她们都是同事。	1
她有细细的头发。	1
连这本书张三都看过。	1
我是到死都会想着你的。	1
李四的法文不怎么样，他还总是得查字典。	1
张三吃了第三磅樱桃。	0
边防机构压根儿无法制止偷渡活动。	1
你认为他们会不会来？	1
他压根儿后悔年轻时抛下父母，远走他乡。	0
一位小伙子为了拉煤竟给活活累死了。	1
他合教一门课。	0
让儿子出国留学的她提出来的想法受到了父亲的赞同。	0
洪水涨堤坝上。	0
他哭醒了李四。	0
他谈论什么的书最有趣？	0
有趣的他的那三本书被我买回家了。	0
小船沉了。	1
张三高我五公分。	1
这瓶酒嘛，你先全喝了！	1
露露高了蜜蜜很多。	1
这朵花张三闻起来很香。	0
那把刀呢，小王应该会用来切菜。	1
谁喜不喜欢他。	0
张三没有来，我不知道怎么。	0
六罐的啤酒卖一百块钱。	0
是不是张三来，李四就留下来呢？	1
李四弹钢琴的声音很好听。	1
我拍老魏的马屁，夸得连他太太也不好意思了。	1
饭不冷，还热着。	1
胡斐来，我就留下来。	1
除了煮饭，李四还或许洗了碗。	0
他骑马显然骑得显然很累。	0
五十岁啦，王老师吧。	1
那个女生一直没有在看我。	1
李四被侮辱了。	1
他看到一个人，但我不知道谁。	0
那一项邓小平逝世的重大的消息令所有人震惊。	0
小虎这害怕呀，就把苹果递过去了，结果二伯一口就给咬下来一半。	1
他一个小时内腌了那些猪肉。	1
她吃了三个钟头的面了，还没完，可能还要再吃两个钟头。	1
这根绳子短了。但我不这么认为。	1
下了班我要去接孩子。	1
汽车撞倒了房子。	1
张三砸了几次门。	1
这一套价值五百元的文具，张三发给了各。	0
秘密给暴露了。	1
上有亲友相助。	1
我昨天写了一个笔画很多的大字，可是没写完。	1
小张高高盘腿坐在药包上，	0
我被他居然给喝了三瓶酒。	0
张三是昨天看见李四的。	1
这么高难度的吧比赛难免有什么人中途退出。	0
我在外面儿开计划生育工作会议，你们倒把超生游击队给它搞到家里来了。	1
张三看到某人，但是我不知道什么人。	0
张三正在把树砍倒。	0
连这本书，他都看完了。	1
谁不喜欢李四。	1
张三走到院子里。	1
他们都有可能买医疗保险。	1
有三个李四去年遇见的五个学生。	0
边防机构根本不能制止偷渡活动。	1
李四送了这些老师给一人三本书。	0
她提出来的想法受到了父亲的赞同。	1
这场火消防队来得早，那场火消防队来晚了。	1
张三跑了几圈。	1
我吃完饭再走。	1
孩子唱歌。	1
他根本没有后悔年轻时抛下父母，远走他乡。	1
我想今天办理离校手续。	1
张三最好的朋友：张三说法语还挺流利。	1
张三买了一辆车，但我不知道多新的车子他买了。	0
陈淑彦喘息着，把饭盒递给天星。	1
广告贴在大门上。	1
小树50公分了。	0
今儿啊，楼底下卖大米，你姑妈啊说便宜，买了五十斤，非让我给扛上来！	1
姐姐呀，把弟弟的衣服洗干净了。	0
发生了一次“险情”，大厨给紧张得不得了。	1
张三砍得刀都钝了。	1
阿Q为了什么拆掉墙壁？	1
气球落到一半。	1
如果每个人决定去看他，你觉得合适吗？	1
桥上站了几个人。	1
张三有一个小孩，但我不知道张三有一个几公斤小孩。	0
大锅子煮牛肉很好；小锅子煮不好。	1
谁想不想吃苹果？	0
张三比李四高一头。	1
我批评谁的文章你喜欢？	0
露露漂亮了一点。导演要找相貌平平的。	1
汤煮咸了一点。	1
我想画它个三幅漫画。	1
张三最好的朋友：不可能，他骑马，连坐在迷你马上都很紧张。	0
老爷子压根儿注意门前那条臭水沟。	0
老爷子根本没有注意门前那条臭水沟。	1
这种事，显然张三做起来很认真。	1
听起来他是无辜的。	1
上星期三他们组可能加了班。	1
那个消息气得我三天没吃饭。	1
方老师周一和周二教课。	1
你脚步轻轻的。	1
他是一定会说的。	1
李奇故意睡门板。	1
这就是张三以为李四代考的价码。	0
一篇论文，我还可以应付。两篇，那就太多了。	1
我们要推迟经济危机的爆发。	1
1976年死了很多人。	1
张三被打断了一条腿。	1
啤酒，阿Ｑ—口气喝完了六罐。	1
他来学校拿东西。	1
客人来了。	1
那瓶酒，李四买贵了。	1
张三把玛丽怕。	0
李四一次打在了对手的脸上。	0
从纽约来的人有点冷淡。	1
告急信被迅速派人送到了省政府。	0
衣服渐渐地洗累了姐姐。	0
李四在市场卖了一年鱼。	1
婴儿给吃饱了。	0
玛丽被张三喜欢。	0
这双鞋小了一号。	1
菜八块钱。	1
你看看，一个人可能看他的电影。	0
张三会买第三栋房子。	1
那件衣服的价钱很贵。	1
那段路走得我呀累死了。	1
露露漂亮了丽丽一点。	0
这一仗打得惊心动魄的。	1
我叫他比李四叫我多做了三件事。	0
边防机构已经从根本上制止了偷渡活动。	1
张三在某个地方出事了，但是我不知道在哪里。	1
石头在脑袋上打。	0
这个班，很多人上课打瞌睡，很少人还交作业。	0
张三是第一年的博士生。	1
