sentence	label
我要把他打断腿。	1
阿Ｑ—口气吃完了一个三斤重的西瓜。	1
露露高190公分。	1
李四没有喝一杯茶。	1
他出版了他的第六本书。	1
他只愿不愿意修车？	0
有学生都不会去投票。	0
张三所弹钢琴的声音很好听。	0
他是喝的牛奶。	1
他们运到工地上。	0
冷风吹病了他。	1
请把货物搬到仓库里。	1
他明天会看到三个人，还会跟他们做朋友。	0
伍子胥白了夫差的头发。	0
我们台北到了。	0
跟张三跳舞的女孩比跟李四约会的高一点。	1
一种方法最近问世。	1
孩子使金鱼游得看不见了。	0
小芳比小梅都喜欢唱歌。	0
露露特别格外关心气象预报。	0
主人不介意，但是我可是非常介意你居然这么说话。	1
他只喜欢谁？	1
你去帮他就好了。	1
他到底来不来？	1
他星期天洗衣服。	1
六个学生，我知道去过台北。	0
我在兴国学校教书。	1
如果谁欺负你，我就帮你揍他。	1
每个人为什么都要生活得那么累呢？	1
老魏踢得断那条木板。	1
他小心翼翼地说你怎么唱过民歌？	1
他们从根本上防止人口流动。	1
病人给摔倒了。	1
张三被李四昨天打了。	0
山体给炸开条裂缝。	0
医疗团队想到有什么人突然生病将会影响研究进度。	0
桌子上是书。	1
王胡连高粱都喝了两瓶，啤酒就更不必说了。	1
他们你一句，我一句，说个没停。	1
有学生常常不来。	1
我请过两次全班的学生。	0
我要向它一个人发泄一下。	1
李四卖过一年的鱼，两年菜。	0
小心噢。	1
这就是如果他怎么修车我会不高兴的方法。	0
理想追求听起来很遥远。	1
你认识他不认识他吗？	0
你难道吃了饭没？	0
他只怎么修了车？	0
张三没有被李四打伤了手。	0
李四凿了几镐头地板。	1
我昨天可能已经答应了你。	1
有没有谁想吃苹果？	1
没有很多学生都不会去投票。	0
我会把他怕一辈子。	0
你可以把车子从纽约开回来。	1
三个学生大概吃不完两个蛋糕。	1
我想找一个秘书和一个打字员。	1
张三比李四还高。	1
给我，阿Q居然拿了钱就跑。	0
有两个人躺在地上。	1
我们快步迎了上去。	1
李四送了这些老师一人三本书。	1
那个女生是一直在看我。	1
不幸地，他没通过考试。	1
眼镜儿老王已经买来了。	1
那个胡斐真不像话。	1
这棵树呢，叶子好繁茂啊！	1
我认识昨天来找你的那个学生，但不认识今天来找你的那个学生。	1
我上星期吃了三天饭店。	1
张三以为什么李四买了。	0
小张热乎乎熬了一锅汤。	0
谁做了每道菜？	0
我喝酒自己花钱的我喝酒自己花的钱。	0
学生们每人啊，应该各送三本书给老师。	1
阿Ｑ见到了第一年的博士生，还没见到第二年的博士生。	1
张三被喜欢。	0
老太太从来小心邻居家那条恶狗。	0
我听到了他弹钢琴的我拉小提琴的声音。	0
我听到了露露的宝玉弹钢琴的声音。	0
我不相信什么人。	1
张三坐疼了背。	0
他在房间里咳。	1
他喜欢这本书不喜？	0
露露太高。	1
牛奶冷下来了。	1
我请过全部的学生两次。	1
给我跪下！	1
里程表给开爆了。	1
他开过危险水域。	1
产量增加了。	1
阿奇洗冷水，这样很好阿。	1
这件洋装穿起来很麻烦。	1
没有客人来。	1
小王呢，多么调皮啊！	1
论文写起来很快。	1
这就是张三以为李四代考的价码。	0
李四吃什么都跟我无关。	1
不是瓦特发明蒸汽机的。	1
张三和李四两人是同乡。	1
流光容易把人抛，红了樱桃，绿了芭蕉。	1
他看到了三种的这只狗。	0
这条鱼嘛，哪个小朋友钓的？	1
他的手把栏杆抓得紧紧。	0
一只猫如果生病了；通常睡整天觉。	0
他好像不吃什么的样子。	1
张三爱妻子。	1
我给他增加了负担。	1
摇摇晃晃地，一只小鸭子跑了过来。	1
张三比李四在美国吃得开。	1
他从来不否认自己进军情五处之前当过间谍。	1
我被他气得不想写信了。	1
他骑得累骑马。	0
他儿子聪明倒挺聪明，就是太粗心。	1
他一定一个学生来这儿。	0
我知道每个人决定去看他。	0
张三跑步比游泳行。	1
她们都和我是朋友。	1
妈妈去菜市场买菜。	1
这种药把约翰吃死了。	1
一个男生考得好。	1
张三昨天再给李四两百块了。	0
厨师拿刀切肉。	1
他唱得小曲特别好听。	1
