label	sentence	source	category
0	Elle a décidé de se ré-inscrire à l’université.	https://vitrinelinguistique.oqlf.gouv.qc.ca/21677/lorthographe/emploi-du-trait-dunion/mots-composes/mots-composes-avec-prefixe-ou-element-grec-ou-latin/le-prefixe-re8209-et-ses-variantes	morphology
0	Il n’aimait pas travaillé dans cette entreprise.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24205/la-grammaire/le-verbe/modes/infinitif/generalites-sur-linfinitif	morphology
1	L’employé s’est indigné contre l’offre que son patron lui a faite pour le garder dans l’entreprise.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24708/la-syntaxe/le-complement-du-verbe/sindigner-et-ses-complements	syntax
0	Nous lui avons posé toutes les questions possible.	https://vitrinelinguistique.oqlf.gouv.qc.ca/21561/la-grammaire/ladjectif/accord-de-ladjectif/cas-particuliers-daccord-de-ladjectif/accord-de-ladjectif-possible	morphology
0	Elles craignent pas que leur texte ne soit pas publié.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24432/la-syntaxe/la-negation-et-la-restriction/verbe-exprimant-la-crainte-suivi-de-que	syntax
1	Nous avons aimé notre voyage en Suisse.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23550/la-prononciation/liaisons/contextes-de-liaisons-facultatives	morphology
1	Julian est allé à l’opéra la semaine dernière.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24218/la-grammaire/le-verbe/temps-grammaticaux/passe/generalites-sur-le-passe-compose	morphology
1	La capacité de savoir garder un secret est une qualité qui ennoblit l’être humain.	https://vitrinelinguistique.oqlf.gouv.qc.ca/22418/le-vocabulaire/paronymes/sens-et-emploi-de-anoblir-et-de-ennoblir	semantic
0	Cette route ne mène nul part.	https://vitrinelinguistique.oqlf.gouv.qc.ca/20429/la-grammaire/les-determinants/determinants-indefinis/accord-du-determinant-indefini-nul	morphology
1	La directrice a lu le règlement afin que personne n’en ignore le contenu.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24713/le-vocabulaire/nuances-semantiques/difference-entre-afin-de-pour-afin-que-et-pour-que	semantic
0	Son désistement, je l’aurais parier!	https://vitrinelinguistique.oqlf.gouv.qc.ca/24567/la-syntaxe/le-complement-du-verbe/parier-et-ses-complements	syntax
1	Hydro-Québec est intervenue pour réparer un transformateur défectueux.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23393/la-grammaire/le-verbe/accord-du-verbe-avec-le-sujet/cas-particuliers-daccord-du-verbe/accord-du-verbe-avec-un-nom-dentreprise	morphology
0	Nous avons besoin de d’autres bénévoles	https://vitrinelinguistique.oqlf.gouv.qc.ca/21184/la-grammaire/les-determinants/determinants-indefinis/accord-du-determinant-et-du-pronom-indefini-autre	morphology
1	Jocelyne est partie à une réunion.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23403/la-ponctuation/point/generalites-sur-le-point	syntax
0	Notre maison est protéger par un système d’alarme contre la violation de domicile.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24528/la-syntaxe/le-complement-du-verbe/proteger-et-ses-complements	syntax
1	Pierre a lorgné la plage tout au long de son voyage d’affaires en Espagne.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23644/la-syntaxe/les-prepositions/preposition-apres-un-verbe/prepositions-deconseillees-apres-le-verbe-lorgner	syntax
1	Mais qu’en est-il du contenu?	https://vitrinelinguistique.oqlf.gouv.qc.ca/21999/les-emprunts-a-langlais/emprunts-semantiques/emploi-deconseille-de-lemprunt-formel	anglicism
1	Je ne crois pas que je pourrai porter cette jupe telle quelle, mais je pourrais la modifier.	https://vitrinelinguistique.oqlf.gouv.qc.ca/22601/la-grammaire/les-homophones-grammaticaux/les-homophones-quelle-et-quelle	morphology
0	Il y a un lit sans drap dans la chambre des visiteurs.	https://vitrinelinguistique.oqlf.gouv.qc.ca/21575/la-grammaire/le-nom/nombre-des-noms-dans-certains-emplois/nom-dans-certains-groupes-prepositionnels/nombre-du-nom-suivant-la-preposition-sans	morphology
1	Leur voyage en Italie les a liés.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23381/le-vocabulaire/nuances-semantiques/difference-entre-lier-et-relier	semantic
1	Elle m’a donné des baisers sur les joues.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24220/la-grammaire/le-nom/nombre-des-noms-dans-certains-emplois/cas-particuliers-du-nombre-du-nom/singulier-et-pluriel-des-noms-derives-dinfinitifs	morphology
1	Ces courtiers souhaitent conquérir le marché de Gatineau et de sa banlieue.	https://vitrinelinguistique.oqlf.gouv.qc.ca/25218/les-noms-propres/noms-geographiques-et-gentiles/toponymes-et-gentiles-du-quebec/grand-devant-un-nom-de-ville	syntax
1	Le lancement doit avoir lieu le 19, mais rien n’est encore définitif.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24069/les-emprunts-a-langlais/emprunts-idiomatiques/lexpression-coule-dans-le-beton	anglicism
0	N’y l’une ni l’autre des propositions ne l’a satisfaite.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24451/la-grammaire/les-homophones-grammaticaux/les-homophones-ni-et-ny	morphology
1	Pour aller à Québec, je prendrai soit le train, soit l’autocar.	https://vitrinelinguistique.oqlf.gouv.qc.ca/21583/la-grammaire/le-verbe/accord-du-verbe-avec-le-sujet/cas-particuliers-daccord-du-verbe/invariabilite-de-soit-dans-les-emplois-non-verbaux	morphology
1	Notre voisine a été intoxiquée par des moules avariées.	https://vitrinelinguistique.oqlf.gouv.qc.ca/25078/les-emprunts-a-langlais/emprunts-semantiques/emploi-deconseille-de-lemprunt-intoxique	anglicism
1	Durant toute la réunion, Denis est demeuré silencieux.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24286/la-grammaire/la-grammaire-actuelle/les-fonctions/le-complement-de-phrase	morphology
0	Beaucoup de végétaux ont été plantée dans le parc de notre quartier.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24463/la-grammaire/le-verbe/accord-du-verbe-avec-le-sujet/sujet-qui-est-une-expression-de-quantite/accord-du-verbe-avec-beaucoup-de	morphology
1	Ce défilé de la fierté gaie était des plus grandioses.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24495/lorthographe/homophones-lexicaux/les-homophones-gai-et-gue	morphology
1	Il revient de Le Gardeur.	https://vitrinelinguistique.oqlf.gouv.qc.ca/22657/la-typographie/majuscules/emploi-de-la-majuscule-pour-des-types-de-denominations/majuscule-aux-toponymes-administratifs	syntax
0	Les travaux sont à toutes fins pratiques terminés.	https://vitrinelinguistique.oqlf.gouv.qc.ca/22768/les-emprunts-a-langlais/emprunts-morphologiques/lexpression-deconseillee-a-toutes-fins-pratiques	anglicism
1	Découvrir la beauté en tout et partout est le secret d’une vie heureuse.	https://vitrinelinguistique.oqlf.gouv.qc.ca/22288/le-vocabulaire/alterations-dexpressions-figees/lexpression-en-tout-et-pour-tout	semantic
0	Quatre personnes auraient été retenue pour passer à la finale.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24148/la-grammaire/le-verbe/temps-grammaticaux/conditionnel/valeur-modale-du-conditionnel	morphology
1	Je dois le lui avoir répété au moins dix fois!	https://vitrinelinguistique.oqlf.gouv.qc.ca/23865/le-vocabulaire/pleonasmes/les-pleonasmes-repeter-deux-fois-repeter-encore-et-repeter-de-nouveau	semantic
1	Peut-être que, aujourd’hui, ce sera à moi de gagner des mille et des cents.	https://vitrinelinguistique.oqlf.gouv.qc.ca/21532/la-grammaire/les-determinants/determinants-numeraux/pluriel-de-vingt-de-cent-et-de-mille	morphology
1	Le mot plaisant alcoolade, de Raymond Queneau, allie alcool et accolade.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24099/banque-de-depannage-linguistique/le-vocabulaire/modes-de-formation-des-mots/le-telescopage-formation-de-mots-valises	semantic
0	Après avoir obtenu son diplôme, Élodie a appliqué pour un emploi en informatique.	https://vitrinelinguistique.oqlf.gouv.qc.ca/21048/les-emprunts-a-langlais/emprunts-semantiques/emploi-deconseille-des-emprunts-appliquer-et-faire-application	anglicism
1	Cet événement culturel a connu un succès inespéré.	https://vitrinelinguistique.oqlf.gouv.qc.ca/22292/le-vocabulaire/paronymes/sens-et-emploi-de-avenement-et-de-evenement	semantic
1	La manifestation pacifique débutera dans la rue Lemire.	https://vitrinelinguistique.oqlf.gouv.qc.ca/25333/la-syntaxe/les-prepositions/preposition-devant-un-nom/les-prepositions-devant-le-nom-dune-voie-de-communication	syntax
1	C’est à ce moment que Marie-Jeanne fait ses aveux à son père.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24685/la-typographie/majuscules/emploi-de-la-majuscule-pour-des-types-de-denominations/majuscule-aux-noms-de-parties-douvrage-ou-de-document	syntax
0	Le livre que je lui ai offert présente un best of des endroits à visiter en Californie.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24662/les-emprunts-a-langlais/emprunts-integraux/lemprunt-deconseille-best-of	anglicism
1	Chacun des participants pense du bien de lui‑même.	https://vitrinelinguistique.oqlf.gouv.qc.ca/21734/la-grammaire/les-determinants/determinants-possessifs/determinant-possessif-et-pronom-personnel-associes-a-chacun	morphology
0	Cette note s’adresse au personnel régulier de l’organisme.	https://vitrinelinguistique.oqlf.gouv.qc.ca/21632/les-emprunts-a-langlais/emprunts-semantiques/emploi-deconseille-de-lemprunt-regulier	anglicism
1	Elle est l’auteure d’Antigone.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23685/lorthographe/elision-et-apostrophe/elision-avec-un-nom-propre	morphology
1	Ce film se révèle un chef-d’œuvre dans toute l’acception du terme.	https://vitrinelinguistique.oqlf.gouv.qc.ca/22920/le-vocabulaire/paronymes/sens-et-emploi-de-acceptation-et-de-acception	semantic
1	Les étudiants pouvaient travailler en classe sur leur projet.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23902/la-syntaxe/le-complement-du-verbe/travailler-et-ses-complements	syntax
1	Toutes les coupures de presse sont regroupées dans cet album.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23580/les-emprunts-a-langlais/emprunts-semantiques/emploi-deconseille-de-lemprunt-coupure	anglicism
1	J’ai fait connaissance avec mon conjoint lors du mariage d’une de mes cousines.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24315/la-syntaxe/le-complement-du-verbe/faire-connaissance-avec-ou-sans-complement	syntax
1	L’affaire a fait long feu, ponctue-t-il.	https://vitrinelinguistique.oqlf.gouv.qc.ca/25274/le-vocabulaire/nuances-semantiques/difference-entre-faire-long-feu-et-ne-pas-faire-long-feu	semantic
1	Nous avons visité le Guatemala à maintes reprises.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23647/la-prononciation/prononciation-de-certaines-lettres/prononciation-de-la-suite-de-lettres-gu	morphology
1	Dans cette université, la majorité des étudiants sont très sportifs.	https://vitrinelinguistique.oqlf.gouv.qc.ca/21682/la-grammaire/le-verbe/accord-du-verbe-avec-le-sujet/sujet-qui-est-un-nom-collectif/accord-du-verbe-avec-la-majorite-ou-la-minorite	morphology
